filename	event_labels
ZXcUI16aQTE_0_10	Speech,Car
ZXi-G9ZI2Ys_0_10	Vacuum_cleaner
ZXicZqdQCVY_90_100	Chicken_rooster
ZY1hmYuneoQ_10_20	Speech,Car
ZY8Ks2nPGM8_100_110	Speech,Motorcycle
ZYLNcwskgVM_6_16	Speech,Baby_cry_infant_cry
ZYM2J-aQ0zM_280_290	Chicken_rooster
ZYO_XKKRsyk_140_150	Vacuum_cleaner
ZYUqvLihef0_40_50	Speech,Dog
ZYUsui86v6E_50_60	Speech,Basketball_bounce
ZYVG6Wdx3F4_160_170	Speech,Car
ZYYA7ix2TYE_0_10	Speech,Clapping
ZYZRnhNhUzA_510_520	Vacuum_cleaner
ZYh4TvLNV1o_20_30	Speech,Cheering
ZYi4bMG-gdg_80_90	Cheering
ZYoSxERHCWc_290_300	Speech,Violin_fiddle
ZYzRzkFDOP8_460_470	Accordion
ZZ2Ol20b-ck_210_220	Speech,Baby_cry_infant_cry
ZZ6GRocWW38_90_100	Speech,Baby_laughter
ZZ6v_cdf2AY_80_90	Violin_fiddle,Singing
ZZ7woCBPIXE_30_40	Acoustic_guitar,Cello
ZZBv3DVkHyk_250_260	Speech,Car
ZZHQMcJOsy8_30_40	Speech,Dog
ZZLBgCYlKCM_0_10	Acoustic_guitar,Singing
ZZWYwnCsnCc_30_40	Speech,Car
ZZYQ8weiEhI_10_20	Speech,Basketball_bounce
ZZZxSkSh0Cw_110_120	Cello
ZZca9wzn8jk_50_60	Motorcycle
ZZeEMoYEcjk_26_36	Speech,Cat
ZZgEUjKrAoY_120_130	Cello
ZZgjfqgEHcA_0_10	Banjo,Violin_fiddle
ZZk0u_LJoUA_30_40	Chicken_rooster
ZZpzsc9U090_290_300	Cheering
ZZuVe_hbwTc_4_14	Baby_cry_infant_cry
ZZvrcW6SfRo_40_50	Helicopter
Z_1IkSUEpCU_0_10	Motorcycle
Z_4VsXhTztU_280_290	Speech,Car
Z_9byPBIJiw_0_10	Helicopter
Z_B72TIYcWE_320_330	Speech,Dog
Z_FE2wTGwMc_40_50	Chicken_rooster
Z_FuPhTP3kc_90_100	Banjo
Z_PwuNEgHhM_60_70	Speech,Motorcycle
Z_RF6ppPVKM_20_30	Speech,Fire_alarm
Z_Tmk0y4uGQ_70_80	Speech,Cat
Z_fiVSLJyqc_20_30	Speech,Dog
Z_i6KiGrD74_90_100	Blender
Z_kCet5nwyk_40_50	Speech,Dog
Z_nTozEUs5o_180_190	Acoustic_guitar,Speech
Z_xeNEJNloE_110_120	Speech,Singing
Za4H7FeN1ak_10_20	Speech,Singing
Za95c4JXjz8_320_330	Acoustic_guitar,Singing
ZaJG4ttHbbA_0_10	Speech,Dog
ZaNrLE_Jz70_280_290	Speech,Dog
ZaQbTPNh59k_30_40	Clapping
ZaQslz3EU38_20_30	Speech,Car
ZaYCV20kBsQ_30_40	Cat
Zaa39FDq0wA_60_70	Speech,Fire_alarm
ZahBai58_Ec_330_340	Accordion
ZaofVJP8QYI_40_50	Fire_alarm
Zaoh1dGEv4k_0_10	Speech,Telephone_bell_ringing
ZasOzcyZrvY_90_100	Accordion
ZatrXJa5dmg_30_40	Speech,Car
ZaunYUtk_-I_140_150	Cheering
Zb1FHAS2zts_30_40	Lawn_mower
Zb1uQ-vRgRY_0_10	Speech,Car
Zb9UBKyw_H4_170_180	Cello
ZbAX7H7uL7w_140_150	Speech,Clapping
ZbFkSmRoqEA_40_50	Helicopter
ZbGZVM3eHqM_320_330	Speech,Frying_(food)
ZbIxJ2dwDMk_270_280	Cheering
ZbMIh9BfbAg_30_40	Cheering
ZbQJqGR5opg_150_160	Speech,Cheering
ZbS1rxi7hWY_28_38	Speech,Car
ZbSUQGbN-uM_10_20	Speech,Dog
ZbX6WSfeDWI_70_80	Speech,Singing
ZbgAKDi3G_g_30_40	Banjo
Zbn48C2_Q7Q_70_80	Acoustic_guitar,Speech
ZboAY5tdMWc_80_90	Chicken_rooster
Zbq0qM52KnY_30_40	Cat
Zbvl1fHHMqE_230_240	Lawn_mower
ZbxehX65tcg_40_50	Speech,Car
Zbz0xb0BYSk_90_100	Chicken_rooster
Zc1Cs20k-GE_150_160	Chicken_rooster
Zc1Md-3fmLc_100_110	Speech,Chicken_rooster
Zc3AiMRA4-g_20_30	Chicken_rooster
Zc3CpOI4AFI_380_390	Speech,Car
Zc4J_AJWYgQ_20_30	Speech,Chicken_rooster
ZcAjfBynOr0_120_130	Cello
ZcBb_q3eZxo_14_24	Helicopter
ZcCJa8ycExI_50_60	Chicken_rooster
ZcFg36I9hKI_28_38	Chicken_rooster
ZcHamMaK_qo_20_30	Speech,Basketball_bounce
ZcMBuujOk7Q_30_40	Accordion
ZcMuL-DZFz4_40_50	Chicken_rooster
ZcPB1YHxwSc_50_60	Speech,Car
ZcPzG1adD74_150_160	Vacuum_cleaner
ZcYUFCf2AAI_140_150	Speech,Car
ZcYhdtxlZ7A_130_140	Speech,Dog
ZcZIFqwKbFc_70_80	Cello
ZcbnTzP5X-M_10_20	Chicken_rooster
ZciQyZoKV_M_30_40	Speech,Baby_cry_infant_cry
Zcj2jdoxmx8_30_40	Accordion
ZclNQK9B7bY_350_360	Violin_fiddle,Cello
Zcp4jAw02OU_60_70	Speech,Basketball_bounce
Zcr4COXwo6k_110_120	Speech,Cheering
ZcvBszhyED0_10_20	Vacuum_cleaner
ZcySliz7r7Y_40_50	Banjo
ZcygyLVJRcY_22_32	Speech,Violin_fiddle
Zd-PgsjciTI_20_30	Speech,Basketball_bounce
Zd2T5_LdTc4_30_40	Speech,Basketball_bounce
Zd4749gB-To_20_30	Telephone_bell_ringing
Zd4OFj2Q93o_30_40	Speech,Car
ZdIhAbhzA14_190_200	Banjo
ZdJ-83OBxg4_60_70	Motorcycle
ZdMJEC2dv1g_200_210	Helicopter
ZdWi7S5Fdl0_80_90	Speech,Dog
ZdXH7440_9Y_330_340	Cello
ZdXrY1OyNxs_520_530	Speech,Chainsaw
ZdYSAnbghR8_30_40	Speech,Violin_fiddle
ZdaY_1-nhZg_40_50	Helicopter
ZdfdBPBMa34_360_370	Motorcycle
ZdnWEB9f59E_25_35	Speech,Car
ZdqQKMA68t0_130_140	Speech,Car
Zdu_OusElAc_10_20	Cheering
ZdzOmen78_M_10_20	Chicken_rooster
Ze2yE0C2aa4_0_10	Cat
Ze4SZo_bkOs_220_230	Speech,Chicken_rooster
Ze5ptV7T-uU_30_40	Speech,Baby_cry_infant_cry
Ze86eRvcUDk_10_20	Chicken_rooster
ZeAC8QxP2aw_440_450	Speech,Car
ZeKNqEhPqIA_100_110	Cat
ZeR2HNRDfAw_0_10	Speech,Car
Ze_MK-9yLiE_140_150	Helicopter
Zebkx_aeX88_20_30	Speech,Singing
Zedh97CYT0M_30_40	Motorcycle
ZeiYTfJzPQc_470_480	Singing,Speech
Zf2odVgt-FM_100_110	Speech,Singing
Zf495IQPZCI_30_40	Speech,Car
Zf5gYtlz6Pw_0_10	Telephone_bell_ringing
ZfB3x4eOAHY_380_390	Cello
ZfBqT4Z7UtI_30_40	Speech,Car
ZfEHhYtQjbU_20_30	Cello
ZfENjhhvdmw_0_10	Speech,Basketball_bounce
ZfGHwS5ZcqY_0_10	Speech,Baby_laughter
ZfN3XgyDdho_160_170	Motorcycle
ZfRgX3jKtmo_140_150	Speech,Chicken_rooster
ZfbEVWYvouc_20_30	Chicken_rooster
ZfhY0JZqbQU_30_40	Lawn_mower
ZfkO1HlI0zM_30_40	Motorcycle
ZfnPtAZVEhs_30_40	Vacuum_cleaner
Zfub_GqhpbI_470_480	Frying_(food)
Zfy7hCm0pKM_40_50	Speech,Car
Zg1a0dYoZSo_30_40	Speech,Motorcycle
Zg4Seo4P0iE_310_320	Violin_fiddle,Cello
Zg6mpzwbf5Y_350_360	Fire_alarm
ZgIJoNu2Xyc_0_10	Speech,Motorcycle,Car
ZgLl4cB7TAE_80_90	Accordion
ZgTZQAJLJAI_60_70	Speech,Motorcycle
ZgU0vHT-Qd4_70_80	Speech,Singing
ZgVu74Z6pFA_0_10	Speech,Dog
ZgamTIGKy40_60_70	Speech,Chicken_rooster
ZggVGi2CywU_10_20	Cello
Zgkv9YBu7Ew_0_10	Speech,Telephone_bell_ringing
ZglW6_cdXMc_50_60	Chainsaw
ZgligXjptV0_50_60	Cheering
Zgm6yRD46ZQ_30_40	Helicopter
Zgpcz4Fj_BI_30_40	Baby_laughter
Zgqrzy7a89M_130_140	Cello
Zgs-cvg5Hwc_360_370	Motorcycle
Zgt8NQLlwqc_50_60	Speech,Helicopter
ZgyHfQqX-54_410_420	Helicopter
Zh-o6v_m1bg_80_90	Vacuum_cleaner
Zh1jWlZ1rY0_80_90	Cheering
Zh9BS_bu_lQ_330_340	Helicopter
ZhKoFsd_b9g_40_50	Lawn_mower
ZhTE3sWCfBs_0_10	Speech,Car
ZhUkRLpPfdo_0_10	Speech,Car
ZhXhzuoC1v4_110_120	Chicken_rooster
Zh_5dwXbUCk_30_40	Speech,Car
ZhdEJKY4Us8_50_60	Acoustic_guitar,Speech
ZhjBIR-OnYU_30_40	Motorcycle
ZhlMz4YmLTo_90_100	Cheering
Zhn3cw9OGKg_160_170	Helicopter
ZhpuDbdJJA8_0_10	Speech,Dog
ZhvjWWCedpw_40_50	Speech,Baby_laughter
Zi1D2N8pCpw_10_20	Cello
Zi1Z9JOQu8U_30_40	Violin_fiddle,Cello
Zi3dawwEaho_50_60	Helicopter
ZiGGauZQCeY_100_110	Speech,Singing
ZiN-8aY4p4A_430_440	Speech,Vacuum_cleaner
ZiRd2FCX2yk_90_100	Speech,Car
ZiSZ3XDcn-g_40_50	Speech,Car
ZiTrVTnJTAU_30_40	Speech,Car
ZiU74hbCBbY_330_340	Speech,Lawn_mower
ZiWhB63oEEs_190_200	Chicken_rooster
ZiYHNKtOmMw_40_50	Speech,Car
ZidSYlHG9do_30_40	Speech,Car
Zik2pi5hz-w_160_170	Speech,Dog
Zilhx0cSxfE_30_40	Speech,Acoustic_guitar
ZisuO-8IRnk_30_40	Speech,Car
Zj-D6PXeZOI_320_330	Cat
Zj2lcSaLh9s_0_10	Speech,Basketball_bounce
Zj5rz6eZIkk_200_210	Speech,Cheering
ZjB0ku8ux0Y_40_50	Motorcycle
ZjHFF6BAFvs_530_540	Acoustic_guitar,Speech
ZjXdASCVwJ8_50_60	Motorcycle
Zjaa-folgGo_30_40	Speech,Car
ZjscMGiF3zI_80_90	Chicken_rooster
ZjugWN9kWSI_70_80	Speech,Dog
ZjvZDvdnVe4_6_16	Speech,Car
Zjx0OvXdSNs_10_20	Motorcycle
Zk-7EkwztpE_30_40	Speech,Car
Zk0xdi7imP8_100_110	Helicopter
Zk17WIdv7-w_90_100	Banjo
Zk1DdGoMvHU_30_40	Speech,Clapping
Zk1HisVIG0w_30_40	Speech,Violin_fiddle
Zk460PJIG6A_10_20	Chicken_rooster
Zk5bywObn1U_10_20	Chicken_rooster
Zk6a0WEzQnc_80_90	Speech,Chicken_rooster
Zk8iLCY1zhk_330_340	Blender
ZkDOVoxwm0o_70_80	Cheering
ZkExwUlMKqI_40_50	Speech,Car
ZkJVMYALd_8_30_40	Speech,Car
ZkL6z58M8Y0_30_40	Acoustic_guitar,Speech
ZkLmZqGzpg4_260_270	Speech,Basketball_bounce
ZkLqM5c8vbc_320_330	Speech,Fire_alarm
ZkN7bO0RUEg_30_40	Blender
ZkPzUDFvAnw_370_380	Speech,Basketball_bounce
ZkTOtdU_5EA_20_30	Speech,Vacuum_cleaner
ZkU87Mn3qAU_13_23	Speech,Cat
ZkVIJUPcPs0_20_30	Speech,Clapping
ZkVWXERUUTs_20_30	Chicken_rooster
ZkaApUvpJxI_30_40	Speech,Car
Zkm1PUluB1g_40_50	Cello
Zks-YRsBfic_30_40	Speech,Baby_cry_infant_cry
ZkxVdb-nVWU_340_350	Speech,Car
ZkzWTn_CNcQ_24_34	Chicken_rooster
Zl-IC4zoYXo_40_50	Motorcycle
Zl1FvUUP4Nk_30_40	Speech,Car
Zl5lJ7Z5siQ_460_470	Violin_fiddle,Cello
ZlAQTppLArk_210_220	Banjo
ZlKuOz8XVs4_40_50	Speech,Basketball_bounce
ZlLTKWGtZqo_130_140	Violin_fiddle,Cello
ZlOdp5hUjL4_20_30	Speech,Car
ZlQO4UqHV54_30_40	Acoustic_guitar,Speech
ZlQlbNN5YkY_20_30	Speech,Chicken_rooster
ZlTttYgo8GI_30_40	Chainsaw
ZlUU27bO_6o_180_190	Speech,Singing
ZlXplHTRRzw_11_21	Speech,Car
Zl_sXTkfVmw_30_40	Acoustic_guitar,Cello
ZlaQNoL3LOA_30_40	Speech,Car
ZlapAbn4Iik_110_120	Helicopter
ZlcL_3toNdw_280_290	Cello
ZlgCkdNg5UA_220_230	Speech,Singing
Zlh-uLC-k6M_10_20	Speech,Chainsaw
ZlpJ3z1Gfi0_20_30	Speech,Basketball_bounce
ZlrnRVljf5g_30_40	Speech,Dog
ZlxF6jRtsOc_70_80	Motorcycle,Car
Zm-sQnazFAQ_30_40	Baby_cry_infant_cry
Zm2_Pmj7VPc_30_40	Speech,Motorcycle
Zm7ZTstajS0_100_110	Speech,Car
Zm8HRdB81g4_180_190	Speech,Car
Zm9V0_HTEnw_70_80	Acoustic_guitar,Speech
ZmHHJEiWI6k_510_520	Speech,Car
ZmNwtinO2S0_0_10	Motorcycle
ZmOgWtDjQJE_160_170	Helicopter
ZmT9WIlf11Q_290_300	Speech,Car
ZmWlkOMuDVI_10_20	Banjo
ZmXh0wGzV2Y_10_20	Speech,Cat
ZmZhz2wn44g_130_140	Cheering
Zma_Oe5WVFU_80_90	Chicken_rooster
Zmdgl69ubkE_60_70	Speech,Car
Zme-xlMYnis_30_40	Speech,Car
ZmfMSMSKcY4_130_140	Banjo
ZmjU0WCCzXo_30_40	Motorcycle
ZmmAOtkOMzk_60_70	Chicken_rooster
ZmmATa-wDwo_80_90	Speech,Car
Zmr97LiHWt0_0_8	Speech,Basketball_bounce
ZmvOR8e0u4E_90_100	Violin_fiddle,Cello
ZmyGqwfgmw8_40_50	Speech,Basketball_bounce
Zn1-QUuQ03c_330_340	Speech,Cat
Zn18s4VQSS8_180_190	Speech,Motorcycle
Zn2kGemuD3w_130_140	Speech,Chicken_rooster
Zn78s0ELBe0_30_40	Cheering
ZnFkgStAE34_20_30	Speech,Dog
ZnGO4o9SqHY_90_100	Speech,Baby_cry_infant_cry
ZnGliKBut1E_40_50	Speech,Motorcycle
ZnQD4skalTU_10_20	Speech,Car
ZniJ7X_k4LA_100_110	Accordion
Znjmi4kMR4I_160_170	Speech,Singing
Zno9K9Rvlio_260_270	Cheering
ZnqDzY8eyFQ_100_110	Speech,Cheering
ZnuR9KJnBng_30_40	Accordion
ZnvAvIVmTMg_12_22	Speech,Cat
Zo4m4VRKPLE_200_210	Cat
Zo6TCncy0N0_30_40	Speech,Car
ZoGBNSf5_RM_180_190	Accordion
ZoHF_Mo1eaY_90_100	Speech,Dog
ZoILC08vvU0_30_40	Speech,Motorcycle
ZoIYf1TAhWM_540_550	Speech,Chicken_rooster
ZoOkeUeg-YU_160_170	Speech,Singing
ZoQ_gtGAqto_50_60	Speech,Singing
ZoVPsU1wUg8_30_40	Banjo
ZoZCKTxOvyA_170_180	Vacuum_cleaner
Zo_I9C096hk_110_120	Chainsaw
ZoameGbMVt8_110_120	Chainsaw
Zob-z2eLj_4_10_20	Speech,Dog
Zod0m8VClJA_3_13	Speech,Baby_cry_infant_cry
ZodkwxARNpM_100_110	Banjo
ZogtLTYGdSI_30_40	Lawn_mower
ZoibT6c3axA_90_100	Speech,Car
ZolLyRYaWK8_10_20	Speech,Singing
Zook_bGHT3E_30_40	Cello
Zosa-Dh_XFI_100_110	Cheering
ZotJ4YokKNs_30_40	Chicken_rooster
Zox08I4gfKs_100_110	Violin_fiddle,Cello
Zp15qBo47Qk_320_330	Chainsaw
Zp5EMU4absI_30_40	Chicken_rooster
Zp6jFNgDRFk_180_190	Cat
ZpADDxAY-i8_130_140	Speech,Car
ZpF_kavKwFU_20_30	Cat
ZpFkPDWvbYk_80_90	Speech,Car
ZpG3L3zS7-s_330_340	Speech,Dog
ZpMNB-iN_Tc_590_600	Speech,Car
ZpVEtF03lpk_300_310	Speech,Car
ZpXSke_gDqk_30_40	Speech,Car
ZpY235O7L3E_90_100	Speech,Motorcycle
ZpdVjBreF78_50_60	Speech,Dog
Zpl6ppcvesk_450_460	Speech,Lawn_mower
ZpnEn0A4ogc_210_220	Cello
ZppaJYKwjqE_30_40	Helicopter
ZpqgskmWibE_30_40	Cat
ZprE2j_QVWM_70_80	Speech,Dog
Zpt1MXkBEAQ_170_180	Speech,Cat
ZpuXN_mNDlc_170_180	Blender
ZpzUmwXrXU4_560_570	Speech,Car
Zq1z9t92Q-w_30_40	Speech,Car
Zq2y2bSCqQo_420_430	Speech,Car
Zq3ifeFuTfM_530_540	Speech,Cheering
Zq7MA5jTXww_560_570	Cheering
ZqB3rAcfIlo_30_40	Speech,Car
ZqDE3mMf7yY_30_40	Speech,Lawn_mower
ZqDZsbL-TlM_30_40	Baby_laughter
ZqEBPvZS66c_15_25	Speech,Car
ZqLCrs4Q4w8_0_10	Speech,Telephone_bell_ringing
ZqMDpaT9CCI_120_130	Banjo
ZqP2pn1d5XU_30_40	Speech,Dog
ZqPJwUg_5Z4_20_30	Speech,Dog
ZqY4BDCtUc0_130_140	Frying_(food)
ZqY7Q4XKQ1c_230_240	Speech,Car
ZqZe-VjlihA_500_510	Basketball_bounce
Zq_x1DB_PsM_400_410	Speech,Car
ZqateJ-910g_10_20	Chicken_rooster
ZqcEg6yAwMQ_110_120	Cat
Zqhemsjmgn0_0_5	Chicken_rooster
ZqiY3V3jc4w_450_460	Speech,Basketball_bounce
ZqkUY7Vetsg_50_60	Speech,Basketball_bounce
ZqmCvcsPOH0_30_40	Chainsaw
ZquNV9SgoEk_9_19	Cat
ZquOZnRGwhY_300_310	Motorcycle
ZqwS3tAXyAg_450_460	Basketball_bounce
Zqyf0UEtcZw_110_120	Vacuum_cleaner
Zr-pUnCc29U_30_40	Motorcycle
Zr0TnoiHJc0_10_20	Car,Speech
Zr7O-83gzZA_20_30	Motorcycle
ZrDb_eEjzFk_60_70	Accordion
ZrE53pjMO_k_130_140	Acoustic_guitar,Singing
ZrGXkh_1qp0_470_480	Cello
ZrH1iQ9Kw5M_30_40	Speech,Car
ZrIFUvK1j9U_90_100	Banjo
ZrKWCSZTqiw_0_10	Accordion
ZrOXtjclZRQ_130_140	Speech,Basketball_bounce
ZrOnmXSpGzs_0_10	Chainsaw
ZrQE9RFqQSs_30_40	Speech,Car
ZrUrgTQr2Lw_30_40	Speech,Motorcycle
ZrW3Byog9LM_30_40	Banjo
Zrannbd87PU_180_190	Cheering
ZrcEDl7QisE_260_270	Cheering,Singing
ZrgTWxc3Sh8_10_20	Speech,Dog
Zrhosg1ags4_0_10	Cat
Zriucml6hpo_50_60	Cello
ZrzlSFdxk3Y_40_50	Speech,Vacuum_cleaner
Zs1NK7I5zzk_390_400	Speech,Chainsaw
Zs7bGyfBlFY_10_20	Speech,Dog
ZsCoohd4oik_50_60	Speech,Motorcycle
ZsEIYULKCZ0_20_30	Speech,Chainsaw
ZsFdO60gO6E_90_100	Speech,Car
ZsFdsLQpm9g_30_40	Speech,Clapping
ZsHc_OeS6Mg_180_190	Speech,Singing
ZsI19tpVorU_40_50	Speech,Car
ZsLlGxU7LU0_30_40	Speech,Violin_fiddle
ZsMDALb7Rlk_340_350	Vacuum_cleaner
ZsOzVQkKLgY_20_30	Speech,Frying_(food)
ZsQFv-aUZ7U_380_390	Accordion
ZsXO3cRJf8w_40_50	Speech,Chicken_rooster
ZscwGpU9h7A_180_190	Speech,Car
ZsecY0Zr_S8_160_170	Speech,Singing
Zskweok8P4Q_10_20	Speech,Dog
ZsmNf5hDJOY_22_32	Chicken_rooster
ZsmOYJBApTo_130_140	Cello
Zsq50Z1nkBQ_30_40	Speech,Car
ZsqKUeQj2Qc_30_40	Speech,Dog
ZstSeZmWQcw_30_40	Cello
ZsttQTg1yQ4_70_80	Cheering
ZsxTwnOfLNE_120_130	Speech,Car
Zsyikp59724_30_40	Helicopter
Zt-eizeW-EY_28_38	Speech,Car
ZtC_6HILXmM_280_290	Speech,Lawn_mower
ZtG1z6ALmkE_180_190	Cheering
ZtI3XIC-7b4_30_40	Cello
ZtL3iSRSZl4_520_530	Speech,Car
ZtN8EogIy8s_0_3	Chicken_rooster
ZtNAbdZCWjs_0_10	Speech,Cat
ZtPoTqVxVvU_50_60	Helicopter
ZtPpnpZTkPg_500_510	Basketball_bounce
ZtRSqGBPEBo_520_530	Blender
ZtWbaK4mBRw_30_40	Speech,Violin_fiddle
ZtZdzh3TEGg_290_300	Motorcycle
Zte6Nka_QYo_30_40	Helicopter
ZthhEAfuu-c_320_330	Accordion
ZtjDqTcIqsk_150_160	Cheering
ZtqguZFPyRQ_0_10	Cat
ZtwvUQDNECE_220_230	Helicopter
Zu0jaOlAb-I_70_80	Motorcycle
Zu1wbWiHM1s_360_370	Chicken_rooster
Zu3Fy2nCNoA_0_10	Speech,Violin_fiddle
Zu4H3zW-Xgc_360_370	Frying_(food)
Zu7BkwOJptk_10_20	Speech,Baby_laughter
ZuAEMLKlL_I_21_31	Baby_cry_infant_cry
ZuD3xQQzj8g_30_40	Vacuum_cleaner
ZuDOG9P6-7I_100_110	Speech,Dog
ZuMwzffM0FY_130_140	Accordion
ZuNnCR0t5Q4_0_10	Speech,Cat
ZuPdpZ8M-2M_0_10	Speech,Dog
Zua36JqF_8g_70_80	Speech,Car
ZuaNhZmuQzA_130_140	Cheering
Zub0gYFPmY8_80_90	Fire_alarm
ZucC8-7O7JE_30_40	Speech,Cheering
ZudRaO4U0pI_480_490	Lawn_mower,Motorcycle
Zug7X9oUWDQ_30_40	Motorcycle
ZugS87PSWEw_370_380	Accordion
Zuh1hPQEc9E_30_40	Cello
ZutgUamovAM_30_40	Speech,Violin_fiddle
Zuun3tKzhSQ_40_50	Speech,Singing
ZuxUynxOhzI_250_260	Motorcycle
ZuzIGqpKM40_10_20	Cheering
Zv--bolySBA_110_120	Chicken_rooster
Zv31PWlHMfg_20_30	Speech,Car
Zv8iyRjSEvM_130_140	Speech,Chicken_rooster
Zv986TynJ6Q_90_100	Cheering
ZvAdd4Jb1xA_30_40	Lawn_mower
ZvGRKIC0268_130_140	Speech,Car
ZvJqDKMhCzw_120_130	Basketball_bounce
ZvKikojxWHo_50_60	Speech,Singing
ZvLQsXPDNkU_0_10	Speech,Car
ZvMo0CHwMs0_2_12	Motorcycle
ZvV4sBddiiY_40_50	Chicken_rooster
ZvciZJVmCJw_25_35	Speech,Cat
ZvkuRPzr3mo_150_160	Violin_fiddle,Cello
ZvyuAX419bI_190_200	Speech,Vacuum_cleaner
ZvzMxuZzP_c_0_10	Speech,Chicken_rooster
Zw0RVMW_Kgo_70_80	Banjo
Zw1VOdpYm6o_80_90	Speech,Dog
Zw4LLtxx_LE_320_330	Vacuum_cleaner
Zw9F8Oh6hew_0_10	Banjo
ZwDat58Y_WI_30_40	Speech,Violin_fiddle
ZwN34c1Do8c_180_190	Cheering
ZwRF14OK5zw_0_10	Chicken_rooster
ZwU5o7p9Gsg_80_90	Speech,Dog
ZwV4VLDynTc_290_300	Speech,Singing
ZwYAMwXux5Y_10_20	Chicken_rooster
ZweeexrzNJg_0_10	Speech,Car
ZwhG9qbYfOM_30_40	Speech,Car
Zwi-7vqXx1Q_0_10	Speech,Car
ZwjlqfX4bLA_160_170	Speech,Banjo
Zwm-KuxwIzA_30_40	Banjo
Zwn5YisCMP8_30_40	Speech,Helicopter
ZwnneBRQrnw_190_200	Speech,Car
ZwrRR8NLXLs_20_30	Cheering
ZwxSyBDO0y4_30_40	Basketball_bounce
Zwxntc0LyXk_20_30	Speech,Car
Zx0hF06CVs8_10_20	Chicken_rooster
Zx6XIZbgRQQ_30_40	Speech,Car
ZxHod4hX9wg_30_40	Chicken_rooster
ZxJNT6tl8yg_540_550	Speech,Car
ZxQCWse2yR4_30_40	Cheering
ZxWByp20hls_30_40	Chainsaw
ZxabJDxYyKo_80_90	Speech,Chicken_rooster
ZxblM_9sOCc_510_520	Chicken_rooster
Zxec50b4-Ik_10_20	Speech,Motorcycle
Zxhe5tlOWTE_30_40	Baby_cry_infant_cry
ZxjPd9fAhKM_0_10	Basketball_bounce
Zxn8dg1lPWI_0_10	Cat
ZxnjIStdfwo_0_10	Chicken_rooster
Zxq1BSWsmVI_0_10	Accordion
ZxtV-veY0f4_60_70	Speech,Chicken_rooster
Zxv2lA8nTC8_520_530	Banjo
Zxvr4J3n4K0_520_530	Chainsaw
Zxxk9zByeuQ_30_40	Baby_cry_infant_cry
ZxzS_DZOy6c_30_40	Cello
Zy55KqZOn6s_8_18	Speech,Car
ZyAeN-Bn_cE_30_40	Speech,Car
ZyD3KoqSyLs_30_40	Speech,Car
ZyJMdv7sXnU_550_560	Blender
ZyL8EpaAYm8_40_50	Motorcycle
ZyLB0uq6NYo_20_30	Basketball_bounce
ZyOrqwM9hzU_160_170	Speech,Dog
ZyX_2E8Fqx0_20_30	Speech,Car
Zyd4E6_gMo8_110_120	Speech,Baby_laughter
ZyiDGq0qh2s_30_40	Dog,Speech
ZyiZ-daCce0_10_20	Frying_(food)
ZyoksatlwxY_110_120	Violin_fiddle,Cello
Zyp9bK_7aNg_110_120	Speech,Cheering
ZyrW465enY8_30_40	Speech,Lawn_mower
Zz1ODuEea_8_160_170	Motorcycle
Zz8LyqplxBg_70_80	Fire_alarm
ZzDeNvSz2Y4_30_40	Speech,Baby_cry_infant_cry
ZzMFXePESs4_260_270	Motorcycle
ZzMvxTCoARY_370_380	Accordion
ZzWXZ5cVF20_30_40	Lawn_mower
ZzYx5v_5vd4_30_40	Speech,Car
ZzfK-hqtGns_90_100	Motorcycle
Zzjl9o0FM5w_350_360	Speech,Car
ZzoHKuMeDyM_200_210	Banjo
Zzsi_f6aBgQ_50_60	Speech,Chicken_rooster
ZzxI0FI-Fig_20_30	Speech,Chicken_rooster
_-2Juad6tOo_0_10	Lawn_mower
_-7L49GyMoU_60_70	Speech,Car
_-9ThW3XTe4_80_90	Chicken_rooster
_-CHuj6kr8o_30_40	Speech,Motorcycle
_-CrlQhL3zs_30_40	Chainsaw
_-Dv_CgdYDs_230_240	Speech,Motorcycle
_-GylAu-NNQ_50_60	Speech,Motorcycle
_-JzTxKCgVA_0_10	Speech,Clapping
_-OjhNiOIhM_19_29	Speech,Motorcycle
_-PqDe9omyo_10_20	Speech,Dog
_-RKM5vqny4_130_140	Speech,Car
_-VqjVHYz5Y_30_40	Speech,Baby_cry_infant_cry
_-iAipQMyjI_148_158	Accordion
_-mzWkoGewA_0_10	Chicken_rooster
_-noNKBDMM4_30_40	Speech,Chicken_rooster
_-yhbHbHMn0_460_470	Cheering
_01LXXV3Oxs_30_40	Speech,Baby_cry_infant_cry
_02VEP2yYu8_10_20	Motorcycle
_0IFeVYv1bY_30_40	Cat
_0OTlXMOt0g_110_120	Baby_cry_infant_cry
_0VroLCs8DU_340_350	Speech,Car
_0W83Jm07aY_10_20	Motorcycle
_0ciQ7R7TZE_30_40	Lawn_mower
_0dgFvULVo0_0_10	Speech,Singing
_0fyhoDW-XE_10_20	Chicken_rooster
_0tiALveKmo_190_200	Acoustic_guitar,Speech
_1-jlHEhfvc_30_40	Chainsaw
_11YzF-YhLI_0_10	Accordion
_19mBs6BhLU_30_40	Helicopter
_1J9bspKCdI_160_170	Motorcycle
_1MqfvOGUhI_210_220	Chicken_rooster
_1NrhwGcm_c_30_40	Banjo
_1Q8TqAu3fo_0_10	Helicopter
_1VzUGz9H8E_280_290	Cello
_1WWwCo0T94_50_60	Speech,Car
